service name,DAH
1706f2245980477b892177cef1ab28ca,0.0
80ebb632064049589012032255cf89f8,0.0
4ecafd370ce14905997184589c083233,0.0
ded93a46951a4850856f972c8608ef58,0.012382063085663494
4e7f002b5d5f4561a1d31de4833e5b55,0.014925373134328358
39cf6257f30d435cb7fa1a2c64e8b66a,0.023255813953488372
bd3e2a3a27ff401383c65083c3b948d1,0.02702702702702703
84904c05600143b083c52d89872b1f37,0.030615792917756558
8ba7bde9a6e54fa691ec69a34fb98f2c,0.03166561094405235
67de8301350246c8a6ea999616f4de22,0.032956642816158774
505b8f7263f54e789654806514dbbd6a,0.033259098079863374
4ddf82eb6e5d48dfaf1df405c3b37a81,0.043374712503213356
0380f02bcc1d416788e09e92d3282855,0.04549981404358285
3e375d8ff13246daaf0540da6e7cd404,0.04676198205389278
b357e32d58554666acdac1f52d5bf0ef,0.047619047619047616
856fa0ab2e38414999df460031f379b2,0.05134956394080304
9091db15481d45109ecd42f0f4220dbd,0.05375367989602481
43b9188c92724c1c9b9a7e75d8f9d2ed,0.061178333060206064
8b817a2624c64b45abfb37c8ef5f1ca3,0.06451612903225806
0358d1ebf1e0471f93e137ca5922b852,0.07076940413654409
62c789191edb4db388cc4725f178f52a,0.07142857142857142
994cdf8286a34d04b4c5180b86629952,0.07142857142857142
017197edb68247119abddfebae83d208,0.08188822706115939
03b23c40aa9c427b9452087f62bb407f,0.0912494672458164
a2442895e4f84397adc2795c6a6f22c4,0.09298481015496948
3a4fdde24a12499ca3165f9f1d5ac2d2,0.09646464646464648
aa983374928c49bf86381595d2fe005c,0.0980670339318276
5b524c4b43434e2aae91467d466d828c,0.09891339443809313
7e8ba38561f248e5b56fb1d34c3589e3,0.10526315789473684
4af2df2d3b344fbc87b7ab714f734cff,0.10684696200711132
3dfd0c327b5d415b8061f0f9e04e01b7,0.10709463999549325
fa9ba5f5f56546ecb041c18156023e08,0.10745618760324642
2b842b4d8b2b4436976016193e247cd0,0.1110824018301686
55594061a8f7430fb07fc281cfccc75e,0.11310721636222451
b86c4cbd26a647f59f2da5dab49adf1a,0.1131252363261329
3ee9bbfcf3e3421c91665f23c908ec24,0.11838624338624337
fa2cbe6b2c574161b925ffc6bdd7742c,0.1201787536682241
b2ebd63eb4684f5489fb2bcf07f37960,0.12286538773779959
87173eaeeba64e47888e2a9b564893ce,0.13095238095238093
46d93b84c83d4d32a22913698ca88b95,0.1315615368458558
64b27ba7e5bc46d49fcea59c29e77376,0.1349206349206349
587e47178cc148c485b623bcc914c27c,0.13872969848579603
2f392262967a4988bfbe431075f329f9,0.1476868775231355
228cbf320bf74d88a1839080a9a80e79,0.1644100509093816
a4dbbed34b4948deb9996ad724c4a640,0.1657571184179048
3c7568147621435481c85f6f31dcfdaa,0.16666666666666666
c1e55109fee14b3ea7630941c51c5523,0.1676388723497289
d404478368d842a4a9a249cfce11815c,0.18200535756197456
8eb77985f2254345ba3c37019b2f4636,0.18992195458862124
b0e696c5b1254727b0836b29b1ddf4b8,0.2
2cbd63aa5dfd4ef2b5eb3938fc288584,0.2072072072072072
dd576837d04147948d9adfa498a96997,0.20881202040565566
f44f824bafba4961a53f8383323f910c,0.2555817198674341
475a25fd5bcc469fa51e3b4ff41598cf,0.2568783068783069
3094827e1d0e426aad889254934410b4,0.264022274022274
d42d11960a0742b3a19c0de6c11012c0,0.2727272727272727
5c82ba99fc21483694050844a8649f50,0.3009733606557377
8f9ea551a5ad4235849450e7ca2e2fae,0.30566893424036284
ce539b5c4243488882f2d588b5c52287,0.34435281385281397
a2ca167edf5a477ab5b06657debb9c87,0.3684210526315789
47c61dc106fe4537b37851383630273f,0.39999705214759473
09414dac5e1f406aba7afa3a9cda3df6,0.40092724048493805
299afc2a832b4af9bd7266fb98d881d9,0.40650406504065045
4eac45a983984834b0218d4e344d87cf,0.410196437413397
2d98837c77b544df8a6b41e4ce7f75b2,0.4230769230769231
6c9d6ae665fb467ea970833c5c075714,0.43029285412207413
0ea50e90c2fd45a3847eb45c373e95e0,0.4354971267358218
a1052bdec5da409881412df86c8b6ae2,0.44166666666666665
cafdc197849145048e7cabbd0a6dcc3e,0.525
1f11948ffdf74602a7c23153867a2f05,0.5382085385878489
37ad67cdbcf441b2992bd23d1d2961c9,0.5480589406919195
50ccb00d91174d3bbce09588faae76b1,0.5506849763039283
920c0825a4cb4eaa9c94891e89c843b1,0.581521739130436
bf544761cc0c43a5b5bb9de291b72651,0.5918367346938775
00b30849693646d79a9c5622bfcacace,0.6111111111111112
dd89006c3173497a950fabe3d9309088,0.625
d3e99c7b9817486b967d67a28ede8014,0.6695237775169219
02219cb05db64427a8fb59e3ef608844,0.6994862402048023
7e318f75af784603b43d0a988c4c1b13,0.8152601261996846
4299df97cf5b4589bf93dfa0852392dd,0.8846153846153846
341818b796cc4479a5961da4936fead7,0.9020360215110304
a8a0d44bf1fb43bcb3718e9f0db27ca2,1.0
83536a01113c414bb7972e270521519a,1.0
aacc7bc61d434d57830de4ec1f2128b7,1.0
f458d6c1cf47407f957f150bdbf0dd40,1.0
f5bb7db875164788b03321fcf6936395,1.0
