service name,PIH
c1bbabbc18104d6bb4bed576d64632a4,0.0
05f5c709190c44d2b4ccc55a5dbbc87f,0.0
91e3a28018934540b4d441e3a2fe831a,0.0
34ca1b43fd744e56921906f5f789f3b8,0.0
bf544761cc0c43a5b5bb9de291b72651,0.0
dd89006c3173497a950fabe3d9309088,0.0
89595af3ea9c4c989a108ab7cbee68a3,0.0
aacc7bc61d434d57830de4ec1f2128b7,0.0
b620c54a6cbe4539b92b5995a0ec624f,0.0
db0d1cb7b0dc479abaf7dca87c67c7dd,0.0
c5adabd195ee401ab2e69766dce47633,0.0
ca0f854c5b65474d9cdfa3c5304272a1,0.0
ce539b5c4243488882f2d588b5c52287,0.07142857142857142
4ecafd370ce14905997184589c083233,0.1
d42d11960a0742b3a19c0de6c11012c0,0.16666666666666666
4299df97cf5b4589bf93dfa0852392dd,0.16666666666666666
994cdf8286a34d04b4c5180b86629952,0.16666666666666666
e95b8c1438c34798a4ec444e97526748,0.16666666666666666
4b27a705e1f14573a81e063657bb4b8f,0.16666666666666666
5b524c4b43434e2aae91467d466d828c,0.18137254901960778
228cbf320bf74d88a1839080a9a80e79,0.19515151515151516
3e375d8ff13246daaf0540da6e7cd404,0.22778345250255363
d3e99c7b9817486b967d67a28ede8014,0.24245341614906835
43b9188c92724c1c9b9a7e75d8f9d2ed,0.25891291642314435
0380f02bcc1d416788e09e92d3282855,0.26406926406926406
ded93a46951a4850856f972c8608ef58,0.2647058823529412
8eb77985f2254345ba3c37019b2f4636,0.26666666666666666
09414dac5e1f406aba7afa3a9cda3df6,0.28030303030303033
2b842b4d8b2b4436976016193e247cd0,0.2857142857142857
017197edb68247119abddfebae83d208,0.3
80ebb632064049589012032255cf89f8,0.3
856fa0ab2e38414999df460031f379b2,0.30230880230880236
62c789191edb4db388cc4725f178f52a,0.3055555555555556
b2ebd63eb4684f5489fb2bcf07f37960,0.3162393162393163
4ddf82eb6e5d48dfaf1df405c3b37a81,0.3231292517006803
65a4f18b98154ab7b37d32045f3c04e7,0.3333333333333333
756dd38d5d1440ffb865ad60a4c151a7,0.3333333333333333
2d98837c77b544df8a6b41e4ce7f75b2,0.3333333333333333
64b27ba7e5bc46d49fcea59c29e77376,0.3333333333333333
40040bab7f954ba89838ce341ccc7a9d,0.3333333333333333
0ea50e90c2fd45a3847eb45c373e95e0,0.33732966457023067
a2442895e4f84397adc2795c6a6f22c4,0.3464052287581699
4eac45a983984834b0218d4e344d87cf,0.3469785575048734
fa2cbe6b2c574161b925ffc6bdd7742c,0.3891402714932127
920c0825a4cb4eaa9c94891e89c843b1,0.3988526570048308
f7f899ec759045ddaa5c8ba5c4a798a1,0.39936680235187755
fe7084d7e1bb4b3f9d2262dc49c4d21d,0.4050420168067227
02219cb05db64427a8fb59e3ef608844,0.4434910394265232
0358d1ebf1e0471f93e137ca5922b852,0.4642857142857143
37ad67cdbcf441b2992bd23d1d2961c9,0.4666666666666667
4af2df2d3b344fbc87b7ab714f734cff,0.48095238095238096
87173eaeeba64e47888e2a9b564893ce,0.5
39cf6257f30d435cb7fa1a2c64e8b66a,0.5
299afc2a832b4af9bd7266fb98d881d9,0.5
00b30849693646d79a9c5622bfcacace,0.5
b0e696c5b1254727b0836b29b1ddf4b8,0.5
341818b796cc4479a5961da4936fead7,0.5062595010283466
b86c4cbd26a647f59f2da5dab49adf1a,0.5272727272727272
d404478368d842a4a9a249cfce11815c,0.5296167247386759
dd576837d04147948d9adfa498a96997,0.5357142857142857
8f9ea551a5ad4235849450e7ca2e2fae,0.5357142857142857
84904c05600143b083c52d89872b1f37,0.5583333333333333
3b4424c38fea470389fda1eb4a99d5ed,0.5909090909090909
bd3e2a3a27ff401383c65083c3b948d1,0.6
a1052bdec5da409881412df86c8b6ae2,0.6
3a4fdde24a12499ca3165f9f1d5ac2d2,0.6
3094827e1d0e426aad889254934410b4,0.6
cafdc197849145048e7cabbd0a6dcc3e,0.6
fa9ba5f5f56546ecb041c18156023e08,0.6222222222222222
8b817a2624c64b45abfb37c8ef5f1ca3,0.6666666666666666
1f11948ffdf74602a7c23153867a2f05,0.6666666666666666
8c9a59878859482c994550df914e44db,0.7142857142857143
50ccb00d91174d3bbce09588faae76b1,0.717948717948718
8ba7bde9a6e54fa691ec69a34fb98f2c,0.7608695652173914
2d6cf82a298246668008a6954d44ce21,0.8105263157894737
46d93b84c83d4d32a22913698ca88b95,0.8181818181818182
03b23c40aa9c427b9452087f62bb407f,0.8597883597883598
7e318f75af784603b43d0a988c4c1b13,0.8640350877192983
c1e55109fee14b3ea7630941c51c5523,0.8888888888888888
9091db15481d45109ecd42f0f4220dbd,0.8906372934697089
a4dbbed34b4948deb9996ad724c4a640,0.9090909090909091
65a5ebf524084d6cb2d0dba1afb576f0,0.9310344827586207
47c61dc106fe4537b37851383630273f,0.9505110062893082
ede3f631e51f43e2b929dc7a4468932c,1.0
f44f824bafba4961a53f8383323f910c,1.0
2d6e7524c05f43f19ca1065d560504a1,1.0
4fd933f1bf4142c2bd9850fcf3293b09,1.0
78aa91bb679544e7bb72c99641939f30,1.0
3e54747f6acb4232adcc843aa61cd93f,1.0
6241632ee5b341a4b4eb793e902c115b,1.0
c37ba597a21f473d9be587a1ac989c95,1.0
b0f5c3d2e2d4462e8b784d4e796a8d23,1.0
fd07f263e5d14dd4a40709425be19de5,1.0
eceee07affe84db38a2866f6e4b606c9,1.0
1706f2245980477b892177cef1ab28ca,1.0
1cab97c04ef34b4c86f88579a2e5ddb0,1.0
a9e54467c7f840bc89c9592f9f115170,1.0
9c823e033faf49dea4b849b3a1f8f0d3,1.0
4acce79b8935432881bd32294be9a899,1.0
0fbc6670c5794dbd8f9e43664f1a0fdc,1.0
d1bee449d5f44dc7ba6ab8326c407e79,1.0
f6ac23067cdd4793b79bc9f1001d0a54,1.0
cbcf1e59da734208ab5854c5e17603a6,1.0
f30f6b8cf4d24be4bc86c86ee25f0462,1.0
cce0b9f5adba48a2b1684f38d2334fa6,1.0
46761f9c081d440a9469b6c42ce92d6b,1.0
23f16a3189294b958b902a08d8c46f6e,1.0
3dfd0c327b5d415b8061f0f9e04e01b7,1.0
e24afe934f2b471daa9a061f4cafa21b,1.0
3e2ef6810e5a44d3bb41977363137dfa,1.0
13661f48d222487f814dc3cd15a0ecb3,1.0
7b49118fbaad4adcaaf80c64aebcbf73,1.0
f458d6c1cf47407f957f150bdbf0dd40,1.0
3c7568147621435481c85f6f31dcfdaa,1.0
1446cfd6eef04ddbb5740d3ad0d12dae,1.0
9d03372d3c094dbea5da413ebe1c3521,1.0
900a78c7b7834f9480c83d002512124b,1.0
6c7725c67ac3465d885c5d96fcd5bb2e,1.0
edacaf9589524b5c9b9b4b35f3c58db6,1.0
160acaf9ca3744b991246e1638d42d4f,1.0
0821c105d24a48ebaef19ded2cc1b71c,1.0
2cbd63aa5dfd4ef2b5eb3938fc288584,1.0
67de8301350246c8a6ea999616f4de22,1.0
a264bf617ee44dd497fe4d7a9de63a14,1.0
d70d53f4b273433ab66ca0c7f8ef8ad9,1.0
20360f5c64d44347a1039d85f4213965,1.0
00f80ee1fb374d3a80df67b289396f10,1.0
ef2ad0938519493b87cae8e4eb66d508,1.0
ba514596c8bb498ebbdb24e4bfcc66f2,1.0
c3afb2148da6489bb918fb0a4e431b2d,1.0
77b6afcc46724a46b3ffc0d06405274b,1.0
0da553a1e46441fabd4c4a98d06924b2,1.0
a178217037784a6ab25c83e57e50ca88,1.0
55594061a8f7430fb07fc281cfccc75e,1.0
2d29f7dcfa974504aeb2cbc11c80157e,1.0
7e17eca51cff4ebd8a3f8be4cecdb6a8,1.0
32ac0c0ac66c4e699a26c7b4aee1f548,1.0
72b7059db3ef483f9d9e7a204bbecd62,1.0
8bd124e70bc547c8a75f89ba0272ee22,1.0
a2e4d7ec1cad49ed9c4502b6df4bb55c,1.0
d266752e507e47acaf1e10a6ce0997b1,1.0
40ec0aad2cd841bdb6d50ff8f30181f7,1.0
7243118f0db644aa8ad97619ad2d6171,1.0
da4122360cec4b1b82d0520c8ce9e6f7,1.0
a2ca167edf5a477ab5b06657debb9c87,1.0
95b82d7d37b1438aabc02a0f51e0955c,1.0
a18f2cb323644662bdbec9508ae86bf7,1.0
505b8f7263f54e789654806514dbbd6a,1.0
39b6f1633cf34dd99669f13a5aee1d7c,1.0
eed23673b84d4f988d59d2fb7ae7ff55,1.0
f05fca826ccd4358a9c31cfe80fb6348,1.0
85c7cb05d4ce4829800a722324315a6b,1.0
263b10746f204d81b5ad6515f43a6148,1.0
6381a1fbc6fe41bb80a73acf35fe0e95,1.0
