service name,SIH
3e2ef6810e5a44d3bb41977363137dfa,0.0
83536a01113c414bb7972e270521519a,0.0
4d689766c53d44c4b49713c40ca0288f,0.0
97e45bd8772247c498b430d83822982a,0.0
475a25fd5bcc469fa51e3b4ff41598cf,0.0
a2ca167edf5a477ab5b06657debb9c87,0.0
c1bbabbc18104d6bb4bed576d64632a4,0.0
fe65c06fabab47be9d053afcd7fcd3a9,0.0
c5adabd195ee401ab2e69766dce47633,0.0
a264bf617ee44dd497fe4d7a9de63a14,0.0
d1bee449d5f44dc7ba6ab8326c407e79,0.0
40040bab7f954ba89838ce341ccc7a9d,0.1111111111111111
0358d1ebf1e0471f93e137ca5922b852,0.1380952380952381
4a25eb71535f4bdf8fecef61b37f8efd,0.14251387804666502
15b50df9cd7d43799bb26d8c42263862,0.14285714285714285
65a5ebf524084d6cb2d0dba1afb576f0,0.1684318555008211
85c7cb05d4ce4829800a722324315a6b,0.21710521676275113
a1052bdec5da409881412df86c8b6ae2,0.25
8f9ea551a5ad4235849450e7ca2e2fae,0.25
9091db15481d45109ecd42f0f4220dbd,0.2819826907946499
8c9a59878859482c994550df914e44db,0.29501133786848077
7e8ba38561f248e5b56fb1d34c3589e3,0.3333333333333333
4b27a705e1f14573a81e063657bb4b8f,0.3333333333333333
64b27ba7e5bc46d49fcea59c29e77376,0.3333333333333333
1446cfd6eef04ddbb5740d3ad0d12dae,0.3333333333333333
2b842b4d8b2b4436976016193e247cd0,0.3401098901098901
2d6cf82a298246668008a6954d44ce21,0.3405012531328323
6c9d6ae665fb467ea970833c5c075714,0.35724574305970014
47c61dc106fe4537b37851383630273f,0.37189465408805034
4eac45a983984834b0218d4e344d87cf,0.41715399610136455
67de8301350246c8a6ea999616f4de22,0.4380952380952381
6381a1fbc6fe41bb80a73acf35fe0e95,0.46031746031746035
edacaf9589524b5c9b9b4b35f3c58db6,0.4642857142857143
55594061a8f7430fb07fc281cfccc75e,0.4798387096774194
f30f6b8cf4d24be4bc86c86ee25f0462,0.496212121212121
3e375d8ff13246daaf0540da6e7cd404,0.49752784668514993
e95b8c1438c34798a4ec444e97526748,0.5
39cf6257f30d435cb7fa1a2c64e8b66a,0.5
b357e32d58554666acdac1f52d5bf0ef,0.5
3ee9bbfcf3e3421c91665f23c908ec24,0.5
3dfd0c327b5d415b8061f0f9e04e01b7,0.5357142857142857
dd576837d04147948d9adfa498a96997,0.5357142857142857
50ccb00d91174d3bbce09588faae76b1,0.5384615384615384
b2ebd63eb4684f5489fb2bcf07f37960,0.5769230769230769
65a4f18b98154ab7b37d32045f3c04e7,0.6
80ebb632064049589012032255cf89f8,0.6
2f392262967a4988bfbe431075f329f9,0.6074270557029178
e4a90a96765540069468eb92f68cabb3,0.6222222222222222
fa2cbe6b2c574161b925ffc6bdd7742c,0.6277023629964806
f44f824bafba4961a53f8383323f910c,0.6428571428571429
263b10746f204d81b5ad6515f43a6148,0.6534722222222222
228cbf320bf74d88a1839080a9a80e79,0.6545454545454545
b86c4cbd26a647f59f2da5dab49adf1a,0.6590909090909091
37ad67cdbcf441b2992bd23d1d2961c9,0.6666666666666666
8b817a2624c64b45abfb37c8ef5f1ca3,0.6666666666666666
0380f02bcc1d416788e09e92d3282855,0.6666666666666666
