service pair,DAP
1589d5ad86164cbe873495f45c67e66b <-> 78afc86d6f8445c2adc1d83c4a706d8a,0.0
9676a6491f0f4ec392a010e1788bba33 <-> f3b5877b0e134d0a91e1eaac10376204,0.0
f1487c21e9d84fe99b2575b2bec8c785 <-> df840dc57fa643c4a2263c66929abcbd,0.0
32b932bcff0e4ca9ba040b8417421f4f <-> 7bf53713db524184afa8ab585f8242b5,0.0
07697cca1811461090a62a5e1b3c9985 <-> 3f2e2dbf9ff8436aaaa057443cf14d71,0.0
294bea47eaf94d8d9a89b32ff13509d4 <-> 1589d5ad86164cbe873495f45c67e66b,0.0
d6c7be7a81a64fafb23cc385a6c3c224 <-> 1cf36fb2ec37465ab5ab2861696dd81a,0.0
ecf679e5c6c1459cbca05997812f314e <-> aefec0116c8e47f28aa05f97b078377a,0.0
ecf679e5c6c1459cbca05997812f314e <-> eef9ec1be80c499c8627ee00a56812d3,0.0
d6c7be7a81a64fafb23cc385a6c3c224 <-> 853e0e92847c4cac8059a210aed529b5,0.0
aee563d1adb14a708fc4bf868867352b <-> 4f65bd156b324051b9d01ae5927c36c0,0.0
9368cbaaed1d46d69144dc76268f33d4 <-> 1589d5ad86164cbe873495f45c67e66b,0.0
5f88aaee589e4e01a119f7e6a67e05d5 <-> 2e4c26802fd94942a4d64e84e95c0d23,0.0
94c1337605bb446c90bc6c8e201e9819 <-> d6c7be7a81a64fafb23cc385a6c3c224,0.0
d1e60bb9d15b4aa89934a28bd341cbfc <-> 017a12a6e84f4a5789521db85f07ba1b,0.0
7e2f4f65c9b5404b89c624d48d9a30a7 <-> 235a844d83fa4683affbe1d62adf2fbd,0.0
d6c7be7a81a64fafb23cc385a6c3c224 <-> 2acb2a36fcf243e3a5c29a5bf957889b,0.0
eff3438d26274753a64715b5ddd51920 <-> 1589d5ad86164cbe873495f45c67e66b,0.0
711ae3bba8e9412d99264b4f1581fb54 <-> 1abb513c8ed8441480a1ea4c0d86d95c,0.0
8ef9d4198bd34ab69af664feca3174f9 <-> 017a12a6e84f4a5789521db85f07ba1b,0.0
60f951ed35d3471185b35df692da17ea <-> 294bea47eaf94d8d9a89b32ff13509d4,0.0
c83bb8dec6bc491e8e06eedfa6aea935 <-> 2572ec45fd334386953b85406bcc285f,0.0
89173fb7f1d044638a613accd3d0dc87 <-> 4725dcf727a848a3856928b38f8f1250,0.0
27382f06a31440e2b587212aa1676aad <-> 88caf06a02af46069c160271cfe0d4b3,0.0
988772086988452091b5b3171fdff7b1 <-> 5eadf68a913a417fb76495bfde1726bd,0.0
a493197ba0bc4953a424dfbfa52c65f3 <-> 89459fc63de549b08918f664273e8b93,0.0
aee563d1adb14a708fc4bf868867352b <-> 63c6cc48f8d44b1eb51dbb781127876d,0.0
aefec0116c8e47f28aa05f97b078377a <-> ea497570ea42406da94f2344b1d10dcb,0.0
8ef9d4198bd34ab69af664feca3174f9 <-> 4e3a3ead77d94ffc8e1a5a2ca3c9d7c0,0.0
ed43b11c64eb4333a0b237da7b90c97d <-> 9f266c28942c430f873f728b5983d1cf,0.0
a493197ba0bc4953a424dfbfa52c65f3 <-> 675f697df08c4108bf0122b07da92c1b,0.0
a493197ba0bc4953a424dfbfa52c65f3 <-> 9a61014200f94a36827ff167d7f413de,0.0
ed43b11c64eb4333a0b237da7b90c97d <-> 49698b4f23684a569ac46dfe237a1f6f,0.0
d9890e9f2682486ca1e326870d88372d <-> 9a61014200f94a36827ff167d7f413de,0.0
b9a3d0a4a4b14e508a3448213a9e28a2 <-> 4f65bd156b324051b9d01ae5927c36c0,0.0
f13b44a9fcf242dcb9a1faff00964fb3 <-> 87d9195b5700481bb020cc5a15a6665a,0.0
5f88aaee589e4e01a119f7e6a67e05d5 <-> 2572ec45fd334386953b85406bcc285f,0.0
30320c56beb24fe2aedd159b4d3950ef <-> df840dc57fa643c4a2263c66929abcbd,0.0
eff3438d26274753a64715b5ddd51920 <-> ecf679e5c6c1459cbca05997812f314e,0.0
406814b4b3fd47379a58466f37d4b30e <-> 88caf06a02af46069c160271cfe0d4b3,0.0
7e2f4f65c9b5404b89c624d48d9a30a7 <-> 367b17dcf7bd49b7ae039c7cb41f2b70,0.0
d83c46df18cb4baf810e55024ce4eb6d <-> df840dc57fa643c4a2263c66929abcbd,0.0
a57825b87aed4deda1a98638126e4c48 <-> ecf679e5c6c1459cbca05997812f314e,0.0
9676a6491f0f4ec392a010e1788bba33 <-> 39c1283fe373444d8e174d8933f21961,0.0
63c6cc48f8d44b1eb51dbb781127876d <-> 728c57d6752c43adacf33a20c79156e7,0.0
7e2f4f65c9b5404b89c624d48d9a30a7 <-> e62887a7f3254d0c875f2e5e48382429,0.0
4ecaa31dce4f4a89a0acafcebb16861f <-> aefec0116c8e47f28aa05f97b078377a,0.0
9676a6491f0f4ec392a010e1788bba33 <-> 217c7fabd7a04405a5b3050d1a3bef0c,0.0
711ae3bba8e9412d99264b4f1581fb54 <-> df840dc57fa643c4a2263c66929abcbd,0.0
c9840d832702449b91479b97d26d6ee8 <-> 5f88aaee589e4e01a119f7e6a67e05d5,0.0
a493197ba0bc4953a424dfbfa52c65f3 <-> 2233bb6bc78b4bd5835db376d88b3771,0.0
d1e60bb9d15b4aa89934a28bd341cbfc <-> 2572ec45fd334386953b85406bcc285f,0.0
ed43b11c64eb4333a0b237da7b90c97d <-> eafcc17601e44858877257a3d56ce38c,0.0
5c5a98d06be244dcba9523e3b74d3719 <-> 49d27ef9353141e6bfb0c95142c37b80,0.0
09d84c60b7e942abb726bc56923861f7 <-> 4f65bd156b324051b9d01ae5927c36c0,0.0
988772086988452091b5b3171fdff7b1 <-> c9aa222614ec4c18b82c29ef1d15995e,0.0
a57825b87aed4deda1a98638126e4c48 <-> 6d63e0cbaf68444cacb25364fc5427db,0.0
df840dc57fa643c4a2263c66929abcbd <-> 4e3a3ead77d94ffc8e1a5a2ca3c9d7c0,0.0
a493197ba0bc4953a424dfbfa52c65f3 <-> 89820d92e0424e8ab7286084af8fef91,0.0
1cf36fb2ec37465ab5ab2861696dd81a <-> 63c6cc48f8d44b1eb51dbb781127876d,0.0
4ecaa31dce4f4a89a0acafcebb16861f <-> d6c7be7a81a64fafb23cc385a6c3c224,0.0
bda95ce4749b4886ae2e07f38df4300c <-> 4f65bd156b324051b9d01ae5927c36c0,0.0
27382f06a31440e2b587212aa1676aad <-> 4e3a3ead77d94ffc8e1a5a2ca3c9d7c0,0.0
07697cca1811461090a62a5e1b3c9985 <-> d6c7be7a81a64fafb23cc385a6c3c224,0.0
49d27ef9353141e6bfb0c95142c37b80 <-> ebec247c85514f9a9f3c9be6821219b2,0.0
49b7cdb9b6934f8d9783883cf51bece2 <-> 1589d5ad86164cbe873495f45c67e66b,0.0
a746780cbe9a4506a30b193adb553627 <-> df840dc57fa643c4a2263c66929abcbd,0.0
02958eaea68a4cb084f51a9dd1282ebc <-> 49d27ef9353141e6bfb0c95142c37b80,0.0
988772086988452091b5b3171fdff7b1 <-> 96ff4a4dd2244e4c88c9f4c8ac236ef5,0.0
988772086988452091b5b3171fdff7b1 <-> 3f2e2dbf9ff8436aaaa057443cf14d71,0.0
df2b5bef48e14f868f32f79114c0197d <-> 5f88aaee589e4e01a119f7e6a67e05d5,0.0
7e2f4f65c9b5404b89c624d48d9a30a7 <-> 534c9738263d4003af352b09c4fd0a6e,0.0
eee4f87c95624e5680547a7ac8a02d40 <-> d6c7be7a81a64fafb23cc385a6c3c224,0.0
bda95ce4749b4886ae2e07f38df4300c <-> f68b7c128e1748ce88094fc20243ada0,0.0
e9c40280b6cd49b58b2a0af41de7ee47 <-> d6c7be7a81a64fafb23cc385a6c3c224,0.0
cedc33441ec0432691cb2112f159391e <-> 2e03e4b59f324286af529250ab75a9bf,0.0
798f19c1081847298effcd84f7367418 <-> 88caf06a02af46069c160271cfe0d4b3,0.0
3f2e2dbf9ff8436aaaa057443cf14d71 <-> 490493056a47407b9cb8906ae825bb0f,0.0
c36aa7f025174baeb6ed267cf480f3c0 <-> 5f88aaee589e4e01a119f7e6a67e05d5,0.0
d35b5b35738d4443862d2b13c22696cd <-> a493197ba0bc4953a424dfbfa52c65f3,0.0
1589d5ad86164cbe873495f45c67e66b <-> df840dc57fa643c4a2263c66929abcbd,0.0
89173fb7f1d044638a613accd3d0dc87 <-> 254372510419498b911a1bea2c4dd8ba,0.0
9676a6491f0f4ec392a010e1788bba33 <-> 294bea47eaf94d8d9a89b32ff13509d4,0.0
aefec0116c8e47f28aa05f97b078377a <-> ac59e167973e4e8991f1233b82899e98,0.0
aee563d1adb14a708fc4bf868867352b <-> bda95ce4749b4886ae2e07f38df4300c,0.0
09d84c60b7e942abb726bc56923861f7 <-> 7bf53713db524184afa8ab585f8242b5,0.0
294bea47eaf94d8d9a89b32ff13509d4 <-> 534c9738263d4003af352b09c4fd0a6e,0.0
66c33bba143f486dbae84e6781c89866 <-> a758ed517416403585223b37bfde95e2,0.0
63bd864351b84cf6b05645a8423290d6 <-> 49d27ef9353141e6bfb0c95142c37b80,0.0
988772086988452091b5b3171fdff7b1 <-> d70e29f964584805b27ec9cab050eb89,0.0
ecf679e5c6c1459cbca05997812f314e <-> 623dc1ca0abc4eb1bb72208fbaf8d504,0.0
3fc8956820d3418c975f2992952db803 <-> d61da1870d664000b9b4dfa3d81e02bd,0.0
4f65bd156b324051b9d01ae5927c36c0 <-> 63c6cc48f8d44b1eb51dbb781127876d,0.0
1abb513c8ed8441480a1ea4c0d86d95c <-> 7bf53713db524184afa8ab585f8242b5,0.0
89173fb7f1d044638a613accd3d0dc87 <-> bda95ce4749b4886ae2e07f38df4300c,0.0
5b3236323b0244a4aec7c26191504fb2 <-> 1589d5ad86164cbe873495f45c67e66b,0.0
a57825b87aed4deda1a98638126e4c48 <-> 7576a9787d8445c08f0c13b8f9697673,0.0
2e4c26802fd94942a4d64e84e95c0d23 <-> 4e3a3ead77d94ffc8e1a5a2ca3c9d7c0,0.0
0f1c831edb41462cb076b6742d462fd0 <-> d1e60bb9d15b4aa89934a28bd341cbfc,0.0
c83bb8dec6bc491e8e06eedfa6aea935 <-> 7bf53713db524184afa8ab585f8242b5,0.0
d20e2455b0434f95b9855acd760905a5 <-> df840dc57fa643c4a2263c66929abcbd,0.0
d70e29f964584805b27ec9cab050eb89 <-> 4e3a3ead77d94ffc8e1a5a2ca3c9d7c0,0.0
89173fb7f1d044638a613accd3d0dc87 <-> d6c7be7a81a64fafb23cc385a6c3c224,0.0
a57825b87aed4deda1a98638126e4c48 <-> d4a4ca453df94f23a7806f4eb00cbcb3,0.0
5250e0c4eef5483e8374e7dc71044909 <-> bda95ce4749b4886ae2e07f38df4300c,0.0
d9890e9f2682486ca1e326870d88372d <-> 1589d5ad86164cbe873495f45c67e66b,0.0
9ad391e446c1443ba4b8b25a6e8c13d9 <-> d9890e9f2682486ca1e326870d88372d,0.0
89173fb7f1d044638a613accd3d0dc87 <-> cd1ded51b95b402b8d76c846b938ecce,0.0
49d27ef9353141e6bfb0c95142c37b80 <-> 89459fc63de549b08918f664273e8b93,0.0
a57825b87aed4deda1a98638126e4c48 <-> 490493056a47407b9cb8906ae825bb0f,0.0
d9890e9f2682486ca1e326870d88372d <-> d4a4ca453df94f23a7806f4eb00cbcb3,0.0
49b7cdb9b6934f8d9783883cf51bece2 <-> 4f65bd156b324051b9d01ae5927c36c0,0.0
8ef9d4198bd34ab69af664feca3174f9 <-> 4fd2b5d9e23444ceba8815cfdf064b1c,0.0
8d512e888cc645ef981a176f931affbf <-> ed43b11c64eb4333a0b237da7b90c97d,0.0
3fc8956820d3418c975f2992952db803 <-> c83bb8dec6bc491e8e06eedfa6aea935,0.0
89173fb7f1d044638a613accd3d0dc87 <-> d36c92427637495cb4624a9781dc6ea2,0.0
ed43b11c64eb4333a0b237da7b90c97d <-> 2fa016ea6387442d8f2a2b3913d6edec,0.0
1b203c54747e479e9e91465f82a8943c <-> dc854ee703874e40b701e53b2cff1649,0.0
8ef9d4198bd34ab69af664feca3174f9 <-> 1cf36fb2ec37465ab5ab2861696dd81a,0.0
9e233d16de6c48b092dd0cd6aa217a61 <-> 1b203c54747e479e9e91465f82a8943c,0.0
6889ecc1ff164eb7ab7bacd7d741aa2e <-> 88caf06a02af46069c160271cfe0d4b3,0.0
d9890e9f2682486ca1e326870d88372d <-> ecf679e5c6c1459cbca05997812f314e,0.0
d35b5b35738d4443862d2b13c22696cd <-> 4f65bd156b324051b9d01ae5927c36c0,0.0
a493197ba0bc4953a424dfbfa52c65f3 <-> 74309aaed5914a1b90a2ac458b552626,0.0
2b40dfd727f34cdbb93a041a571aa63f <-> 88caf06a02af46069c160271cfe0d4b3,0.0
87d9195b5700481bb020cc5a15a6665a <-> 890fb25c03b44e81adbdae1d635437fb,0.0
a9bad358c1e94347869d7dc578c5d195 <-> 66c33bba143f486dbae84e6781c89866,0.0
39f86058884f4a288eb7ab0bdbc0edd4 <-> 4e3a3ead77d94ffc8e1a5a2ca3c9d7c0,0.0
8ef9d4198bd34ab69af664feca3174f9 <-> 6d63e0cbaf68444cacb25364fc5427db,0.0
1abb513c8ed8441480a1ea4c0d86d95c <-> 07697cca1811461090a62a5e1b3c9985,0.0
5c5a98d06be244dcba9523e3b74d3719 <-> 87d9195b5700481bb020cc5a15a6665a,0.0
d6c7be7a81a64fafb23cc385a6c3c224 <-> 623dc1ca0abc4eb1bb72208fbaf8d504,0.0
5250e0c4eef5483e8374e7dc71044909 <-> 650fff19f8fb4d98b282e51b88568beb,0.0
d83c46df18cb4baf810e55024ce4eb6d <-> d6c7be7a81a64fafb23cc385a6c3c224,0.0
7e2f4f65c9b5404b89c624d48d9a30a7 <-> 89173fb7f1d044638a613accd3d0dc87,0.0
dc5f596b83994473b1c7e0a2549c2ade <-> 3f2e2dbf9ff8436aaaa057443cf14d71,0.0
7e2f4f65c9b5404b89c624d48d9a30a7 <-> 39c1283fe373444d8e174d8933f21961,0.0
2572ec45fd334386953b85406bcc285f <-> d69a5f2f331d4d88a59d7b6dc8cf90dc,0.0
988772086988452091b5b3171fdff7b1 <-> e6288a8445f84cfebe4d54d98400b77f,0.0
3b6f0eb18f114562915750f2717954c3 <-> d9890e9f2682486ca1e326870d88372d,0.0
df2b5bef48e14f868f32f79114c0197d <-> d6c7be7a81a64fafb23cc385a6c3c224,0.0
63c6cc48f8d44b1eb51dbb781127876d <-> 07f414501e5c4d25828c25ab6ff5abd2,0.0
5c5a98d06be244dcba9523e3b74d3719 <-> 63c6cc48f8d44b1eb51dbb781127876d,0.0
49d27ef9353141e6bfb0c95142c37b80 <-> 483c53e399694ebe8e6e483c0775beea,0.0
7e2f4f65c9b5404b89c624d48d9a30a7 <-> 87d9195b5700481bb020cc5a15a6665a,0.0
f3b5877b0e134d0a91e1eaac10376204 <-> 3f2e2dbf9ff8436aaaa057443cf14d71,0.0
ecf679e5c6c1459cbca05997812f314e <-> 1a1a9baab8684d9d9675eca026b00a5f,0.0
5250e0c4eef5483e8374e7dc71044909 <-> d6c7be7a81a64fafb23cc385a6c3c224,0.0
5f88aaee589e4e01a119f7e6a67e05d5 <-> 2acb2a36fcf243e3a5c29a5bf957889b,0.0
1abb513c8ed8441480a1ea4c0d86d95c <-> d6c7be7a81a64fafb23cc385a6c3c224,0.0
d6c7be7a81a64fafb23cc385a6c3c224 <-> b599ea5facc54b3491c19d6f52057bbe,0.0
1b203c54747e479e9e91465f82a8943c <-> 88caf06a02af46069c160271cfe0d4b3,0.0
4ecaa31dce4f4a89a0acafcebb16861f <-> 8ef9d4198bd34ab69af664feca3174f9,0.0
d6c7be7a81a64fafb23cc385a6c3c224 <-> 2b40dfd727f34cdbb93a041a571aa63f,0.0
a493197ba0bc4953a424dfbfa52c65f3 <-> 2b40dfd727f34cdbb93a041a571aa63f,0.0
bda95ce4749b4886ae2e07f38df4300c <-> 506247ecc9634fcda2b83c9fdd65e51b,0.0
74309aaed5914a1b90a2ac458b552626 <-> 3f2e2dbf9ff8436aaaa057443cf14d71,0.0
aee563d1adb14a708fc4bf868867352b <-> d1e60bb9d15b4aa89934a28bd341cbfc,0.0
8ef9d4198bd34ab69af664feca3174f9 <-> ebec247c85514f9a9f3c9be6821219b2,0.0
d1e60bb9d15b4aa89934a28bd341cbfc <-> 890fb25c03b44e81adbdae1d635437fb,0.0
47806a685cd34630be105554163760d1 <-> ecf679e5c6c1459cbca05997812f314e,0.0
7e2f4f65c9b5404b89c624d48d9a30a7 <-> 9152cf9f4b0045aaa8dd5aad5f1267d9,0.0
3fc8956820d3418c975f2992952db803 <-> 294bea47eaf94d8d9a89b32ff13509d4,0.0
1589d5ad86164cbe873495f45c67e66b <-> 89459fc63de549b08918f664273e8b93,0.0
aefec0116c8e47f28aa05f97b078377a <-> dc854ee703874e40b701e53b2cff1649,0.0
d1e60bb9d15b4aa89934a28bd341cbfc <-> eafcc17601e44858877257a3d56ce38c,0.0
a493197ba0bc4953a424dfbfa52c65f3 <-> c83bb8dec6bc491e8e06eedfa6aea935,0.0
bda95ce4749b4886ae2e07f38df4300c <-> dc5f596b83994473b1c7e0a2549c2ade,0.0
1589d5ad86164cbe873495f45c67e66b <-> ebec247c85514f9a9f3c9be6821219b2,0.0
a493197ba0bc4953a424dfbfa52c65f3 <-> 371f58187d854c47b1a67e394812740c,0.0
1abb513c8ed8441480a1ea4c0d86d95c <-> ecf679e5c6c1459cbca05997812f314e,0.0
5f88aaee589e4e01a119f7e6a67e05d5 <-> eef9ec1be80c499c8627ee00a56812d3,0.0
1589d5ad86164cbe873495f45c67e66b <-> 2fa016ea6387442d8f2a2b3913d6edec,0.0
aefec0116c8e47f28aa05f97b078377a <-> 8d9177359d1646fa943d84195825a730,0.0
1589d5ad86164cbe873495f45c67e66b <-> 39c1283fe373444d8e174d8933f21961,0.0
02958eaea68a4cb084f51a9dd1282ebc <-> 3f2e2dbf9ff8436aaaa057443cf14d71,0.0
aefec0116c8e47f28aa05f97b078377a <-> 9e233d16de6c48b092dd0cd6aa217a61,0.0
49b7cdb9b6934f8d9783883cf51bece2 <-> 87d9195b5700481bb020cc5a15a6665a,0.0
d28c45983c684c2bbacd9fc0403e905f <-> 63c6cc48f8d44b1eb51dbb781127876d,0.0
bda95ce4749b4886ae2e07f38df4300c <-> 69de05283d0247858fc024b175268a76,0.0
1589d5ad86164cbe873495f45c67e66b <-> d6c7be7a81a64fafb23cc385a6c3c224,0.0
aefec0116c8e47f28aa05f97b078377a <-> d4a4ca453df94f23a7806f4eb00cbcb3,0.0
988772086988452091b5b3171fdff7b1 <-> 02958eaea68a4cb084f51a9dd1282ebc,0.0
8ef9d4198bd34ab69af664feca3174f9 <-> 1d2f8f96f5444b79a1276ca140556a61,0.0
7e2f4f65c9b5404b89c624d48d9a30a7 <-> b043e94421944a7181b97fe224874680,0.0
4f65bd156b324051b9d01ae5927c36c0 <-> 0a32074affa540468f5d1e4c2af3dd9d,0.0
49d27ef9353141e6bfb0c95142c37b80 <-> 3a1973cead4a4b928ad7bacc22d684d6,0.0
7bf53713db524184afa8ab585f8242b5 <-> d69a5f2f331d4d88a59d7b6dc8cf90dc,0.0
371f58187d854c47b1a67e394812740c <-> 4e3a3ead77d94ffc8e1a5a2ca3c9d7c0,0.0
711ae3bba8e9412d99264b4f1581fb54 <-> f13b44a9fcf242dcb9a1faff00964fb3,0.0
4e3a3ead77d94ffc8e1a5a2ca3c9d7c0 <-> cd1ded51b95b402b8d76c846b938ecce,0.0
650fff19f8fb4d98b282e51b88568beb <-> d1e60bb9d15b4aa89934a28bd341cbfc,0.0
63c6cc48f8d44b1eb51dbb781127876d <-> 7048420b6f974ac78b332f83caf8e016,0.0
7e2f4f65c9b5404b89c624d48d9a30a7 <-> aba40e69ad044570a06bb9163b43c380,0.0
5287434374c24bf1bfb0adc71218a52b <-> 88caf06a02af46069c160271cfe0d4b3,0.0
ed43b11c64eb4333a0b237da7b90c97d <-> 853e0e92847c4cac8059a210aed529b5,0.0
1589d5ad86164cbe873495f45c67e66b <-> 534c9738263d4003af352b09c4fd0a6e,0.0
a493197ba0bc4953a424dfbfa52c65f3 <-> afc25092917d4a088fdc7f591fa2eff6,0.0
a493197ba0bc4953a424dfbfa52c65f3 <-> d17765c8afba473d8b722ccfaffd96f8,0.0
d6c7be7a81a64fafb23cc385a6c3c224 <-> 0bf37978d4f949629da167a7b6ae7fff,0.0
7e2f4f65c9b5404b89c624d48d9a30a7 <-> 5b3236323b0244a4aec7c26191504fb2,0.0
d9890e9f2682486ca1e326870d88372d <-> f13b44a9fcf242dcb9a1faff00964fb3,0.0
d6c7be7a81a64fafb23cc385a6c3c224 <-> 059cd1204f2f49a985775026bae3d9a5,0.0
7e2f4f65c9b5404b89c624d48d9a30a7 <-> 2233bb6bc78b4bd5835db376d88b3771,0.0
7e2f4f65c9b5404b89c624d48d9a30a7 <-> a758ed517416403585223b37bfde95e2,0.0
7bf53713db524184afa8ab585f8242b5 <-> 217c7fabd7a04405a5b3050d1a3bef0c,0.0
d9890e9f2682486ca1e326870d88372d <-> 483c53e399694ebe8e6e483c0775beea,0.0
5c5a98d06be244dcba9523e3b74d3719 <-> 88caf06a02af46069c160271cfe0d4b3,0.0
1e2e706f38784649b351bc19af3f4477 <-> d1e60bb9d15b4aa89934a28bd341cbfc,0.0
07697cca1811461090a62a5e1b3c9985 <-> 63c6cc48f8d44b1eb51dbb781127876d,0.0
a493197ba0bc4953a424dfbfa52c65f3 <-> 506247ecc9634fcda2b83c9fdd65e51b,0.0
a493197ba0bc4953a424dfbfa52c65f3 <-> ebec247c85514f9a9f3c9be6821219b2,0.0
89173fb7f1d044638a613accd3d0dc87 <-> 0f1c831edb41462cb076b6742d462fd0,0.0
1abb513c8ed8441480a1ea4c0d86d95c <-> 87d9195b5700481bb020cc5a15a6665a,0.0
d20e2455b0434f95b9855acd760905a5 <-> 88caf06a02af46069c160271cfe0d4b3,0.0
1589d5ad86164cbe873495f45c67e66b <-> d69a5f2f331d4d88a59d7b6dc8cf90dc,0.0
1589d5ad86164cbe873495f45c67e66b <-> 05a276428f484833a1054b945b1bb575,0.0
40ffe739f8d347588b6f0ce09a60b80e <-> 4e3a3ead77d94ffc8e1a5a2ca3c9d7c0,0.0
ed43b11c64eb4333a0b237da7b90c97d <-> 05a276428f484833a1054b945b1bb575,0.0
89173fb7f1d044638a613accd3d0dc87 <-> e3176b58487d4f1ebe77db4d1fe7b510,0.0
5eadf68a913a417fb76495bfde1726bd <-> d1e60bb9d15b4aa89934a28bd341cbfc,0.0
ecf679e5c6c1459cbca05997812f314e <-> 3c6ab461aa654d53b1ca52f188a734c3,0.0
a57825b87aed4deda1a98638126e4c48 <-> 63c6cc48f8d44b1eb51dbb781127876d,0.0
711ae3bba8e9412d99264b4f1581fb54 <-> 2e4c26802fd94942a4d64e84e95c0d23,0.0
d6c7be7a81a64fafb23cc385a6c3c224 <-> c3471ef78a524c9a9d0c85ad644117db,0.0
aba40e69ad044570a06bb9163b43c380 <-> ecf679e5c6c1459cbca05997812f314e,0.0
335ce475732f410d8b05fc7b73dc6f12 <-> 1b203c54747e479e9e91465f82a8943c,0.0
d9890e9f2682486ca1e326870d88372d <-> 217c7fabd7a04405a5b3050d1a3bef0c,0.0
1589d5ad86164cbe873495f45c67e66b <-> 4e3a3ead77d94ffc8e1a5a2ca3c9d7c0,0.0
a57825b87aed4deda1a98638126e4c48 <-> 371f58187d854c47b1a67e394812740c,0.0
bda95ce4749b4886ae2e07f38df4300c <-> 8fe5d44140ec43b4a8ba78d0eb27cb68,0.0
7e2f4f65c9b5404b89c624d48d9a30a7 <-> 89459fc63de549b08918f664273e8b93,0.0
aefec0116c8e47f28aa05f97b078377a <-> 4f65bd156b324051b9d01ae5927c36c0,0.0
bda95ce4749b4886ae2e07f38df4300c <-> 0df4b5afb7074fd3b0a1052e8b84140a,0.0
7e2f4f65c9b5404b89c624d48d9a30a7 <-> 138257631a544991b47fb2061eddc90c,0.0
ed43b11c64eb4333a0b237da7b90c97d <-> 138257631a544991b47fb2061eddc90c,0.0
