interface pair,RWR
23f6a5c59a024b1e8f6ce15488b40f13 <-> f8dd51c4326c4392b583824d1a972277,0
99f8a10db0604eda85ca7684affdb644 <-> 9f91fd53a189496caa03ba9179cdbc68,0
b579d879dc5841409c65a7f21b63de50 <-> 2f9f1f7f69774b089f1612c13f6b8921,0
4647a10cd73c493589650b22b5188871 <-> d9ee3ddde24f4699af52809a8be21ead,0
81497c462c694814aa6201a1484ace05 <-> b91e6e827a4b4f35933bd0dd3a61864e,0
65a8a92fe28c4999ba04b44771122fef <-> 1ed3af4304434791bce699f90d3cfd98,0
1d092d0dce3b453e9224d2476c2f8ff2 <-> 1f84d2f8493d4114bd1c881f7e8b5494,0
20d5fe9cfde944b7a762b519290e236d <-> 4da616f199084b089b04c18b2fe9e446,0
a15d46b02d3f449981ac434100a342c2 <-> 983d36132db84fdba6b3a057133a19fa,0
105487d690324120aeabb53927920bee <-> 978bb1dde26843bb99f1f7c2c54e2416,0
8305a1f6fc144e628d7557ce06fe772a <-> e3915aede2f9414f8be63be3b295222d,0
2c2010a302644080a5bd25b9af12bd5c <-> 277b17d17a564df89d2f077c136f1406,0
4b80d2e5b23f4222a908e1066acca1fb <-> 5927eeaf8e9c4083ad79a36416e970bc,0
a223bc5cdca74772a1e9729e38671f92 <-> 7825de24196a4ebc9d2dbd6037b9eddb,0
388a811dccde4cdaae578d1cf9b7d8b9 <-> 5466b661923b45f5959f197eff2e169e,0
c413a6b096364bd788043f63e4073050 <-> f34531e68b864bcf9d72205e6891ac27,0
a1417e55b78e4220b517aac040367944 <-> e3915aede2f9414f8be63be3b295222d,0
714f412fba1f499da52ba9d651224f9f <-> 5d9ff1c377e44135831ec397d9785c9e,0
8a66258a6568410197ea798cdf16b71b <-> b579d879dc5841409c65a7f21b63de50,0
973c0dcae701415285685f3abc269bbf <-> 22792c6857f34ea3a9294265f91d1864,0
8373293a860e4948a16041e83981c1af <-> f632430955404f78a76de5c6401dda99,0
5927eeaf8e9c4083ad79a36416e970bc <-> cb0475aa04104f459e2c71530132cb1d,0
8a66258a6568410197ea798cdf16b71b <-> 07589affc2ba4ddc99a307d0f6441a44,0
47963d4953694e28a33e4b79d63b8bd9 <-> fcd270433f374315a17152e8d61a53cd,0
9b6aba65e9904e2f9e7ad93fbf4ce23c <-> f30dc155ebe246f89d4182c754262893,0
cb3b315d677346f2b5c9f541d6bca2fb <-> b33d224fd77a491aaca857aa5f8bb835,0
2fb1f41257764cc5a2dda59aa271a39c <-> 74965b924b494760b624abc188b74ca6,0
19921ad8c3bb4bd685201a1ac9edd024 <-> b487d06f06dc474e83a6170a14a97921,0
6460db83e62244a785355798f3f6f0f0 <-> e09c3bf1e82c44b6b048b2a3babb89e4,0
4b80d2e5b23f4222a908e1066acca1fb <-> 3f65698ab0094876a0d89e40c50c4360,0
8a0e78a01acf4ca0ac6c82b47a852169 <-> 17fe12b9a98f488d81bdf66ab774e978,0
a7c4a0b2567c458b8c2dff2aa8a71019 <-> 2b4ef167d68e477586e0f6022ae5b600,0
ddcaa3bd7d1d46e8bb56225286517cb4 <-> 6cdf6e5157a84f53af913790d8aaf285,0
195f46f6965b4668a96647016ebda69d <-> 9e358d58c1874546b458f2ade4d50297,0
26e9bde640124dc38a4758b4041939b7 <-> d156071ab02b44dcb9469faedadc5cf7,0
0955c434d7104a0d9c62bf34872ef75c <-> 8f72c1272dbb495f9552b7c329242b3a,0
4647a10cd73c493589650b22b5188871 <-> 0e87e62efd5e47f8b0c366d09cef0231,0
b33d224fd77a491aaca857aa5f8bb835 <-> a379721ad2354e759ea651d6532799be,0
8a66258a6568410197ea798cdf16b71b <-> 1114a577b47041e7b42187546037cd53,0
30029d1bd67844208e556e69052027a6 <-> 164e6513a5cf4ca59006d098d81b3a6e,0
4965b29df8814af8ae6c7e27ecdb7c86 <-> 5d9ff1c377e44135831ec397d9785c9e,0
4965b29df8814af8ae6c7e27ecdb7c86 <-> 79538c65bf1d46038ca1f74f8160e4f6,0
4f86cd7d2a304b559a26f2c6d311eb8d <-> cb3545a95671441bb3a9643772a64cb1,0
9e71e534f1864cb8a8cb5d5ad4b331af <-> 00e4e433de564942a5aef7df8a51881d,0
81af7423dc9d430c8a54a53bffabe131 <-> cfb134a0e2cc465c98b5b3807a579107,0
f6e0ab6d3bc24e0cacdbb2d8d5e0cbdc <-> 67616f09e4154630ba5d58d798523f3c,0
bba63eb8bde74473ade0669f0a548eb8 <-> fcd270433f374315a17152e8d61a53cd,0
cb0475aa04104f459e2c71530132cb1d <-> adcc97a50ccf4c7a8b0330ab2abf95ee,0
79b349e602aa43a5bcaa85a185e9f9a6 <-> ec8ab3b7a12d4726b50e73ab3200b66c,0
641516e89f90485eac56c2d3b7490a7c <-> 3833b586b74f438ba3debb0bf31de814,0
5a5d00cd317543eca30a878f7c9a3709 <-> f82b459e584a4584aa330fa5bd4902db,0
89608d7060db4159b624cda23f64d496 <-> b984c29d8737405e93939cc5017fdf1c,0
a7c4a0b2567c458b8c2dff2aa8a71019 <-> f493b8dab3f8473794d153f622dc78aa,0
67f0d9a6b2574ec7b2b0059eaa0f0389 <-> 8a66258a6568410197ea798cdf16b71b,0
4fa026b08a2f41b881974cfd4fe0c20f <-> 135a1ecd7db5490ea60a74ff1bafb3c9,0
70bbac9913ec46b392e1c63c9ee9467b <-> e405404ca2b241258dd49560e1fea607,0
a5b909c8971c4e39b77df425fa6915e7 <-> 4d629dd48eb442a1929c24369dca1c0f,0
68e2e3e1ccdf4caba845b9b8aad1cdf3 <-> 33463d0fc96d49b2b18d969fb9bc5d6f,0
288c1a7906964e6a9909c137cfe4acd2 <-> 8a66258a6568410197ea798cdf16b71b,0
ea85ffa29f5a4fe69a1ceb368d352149 <-> 1baa7bd8fd5c4c9399bcc2b2f7a953f3,0
f493b8dab3f8473794d153f622dc78aa <-> c413a6b096364bd788043f63e4073050,0
9030ac2bc7114b36afc9296892b1c2e1 <-> 5d9ff1c377e44135831ec397d9785c9e,0
81497c462c694814aa6201a1484ace05 <-> 7c4e7155c641482f8aab21740db1a548,0
714f412fba1f499da52ba9d651224f9f <-> 8f42b94a7a7d493c979f3328eab1b717,0
c814ab65f97f4294a16bdc961f1061bb <-> 8f72c1272dbb495f9552b7c329242b3a,0
cf8fb074a4a14cedb95bef768cf30903 <-> 4336fa9f3fe14b4bbc8ebf9f7955409a,0
cb3b315d677346f2b5c9f541d6bca2fb <-> 4d1f07dc6f6a46a180964c0bfb7cf57a,0
4b80d2e5b23f4222a908e1066acca1fb <-> b487d06f06dc474e83a6170a14a97921,0
49f6e00e0c0b460f80c32dfae4282acb <-> 41f7590332304166960ea1eec2b1efe0,0
19921ad8c3bb4bd685201a1ac9edd024 <-> 006ac0d4793b476b8c1ce3f8b72d554c,0
fb269a44290b4b8da3a10e5a692b3e9f <-> 762f45cd8def4e79af01e0f61bec14c9,0
440d455576a246eb84e949f9be101d5f <-> b487d06f06dc474e83a6170a14a97921,0
9956249e99aa4068a1df230697f87e68 <-> 7d9e56b153d94fd9a2df62239f0230fa,0
970270d9272246e59ab44cdd60cd42fc <-> 5466b661923b45f5959f197eff2e169e,0
c814ab65f97f4294a16bdc961f1061bb <-> 135a1ecd7db5490ea60a74ff1bafb3c9,0
b6eb2436c60944e2ae6148b1e20b6374 <-> 983d36132db84fdba6b3a057133a19fa,0
861ec1945d0f44b9a8fc23d4d0887376 <-> 1baa7bd8fd5c4c9399bcc2b2f7a953f3,0
11d4b317ca534ddd89c9215bcd4d6f65 <-> 7c4e7155c641482f8aab21740db1a548,0
4965b29df8814af8ae6c7e27ecdb7c86 <-> e3915aede2f9414f8be63be3b295222d,0
f6e0ab6d3bc24e0cacdbb2d8d5e0cbdc <-> 7ad38d344fe943e1ad4e050f7ebe6aba,0
7c4e7155c641482f8aab21740db1a548 <-> 85b206e92d3345e49c7f798d0fb9aef0,0
8f72c1272dbb495f9552b7c329242b3a <-> 6e7b6baf8309456784bad93e3050e4a4,0
6ea1b25f31c141bb9a57600b26988c27 <-> 960aa047baef4300ae96c7d061eb83cc,0
3574ebadb119449ab00f2fc97ddbd135 <-> 9e40017ce74b47609bb5b21251b46b38,0
714f412fba1f499da52ba9d651224f9f <-> b579d879dc5841409c65a7f21b63de50,0
c16efda018d3460591bb678cfbb4f583 <-> dc48414b05f7480ba0e5b447f0e5bff9,0
cdd768d0444e4ce79b92410190848f7c <-> fc0a1268d70042959ac1ed458f7a0148,0
fcd270433f374315a17152e8d61a53cd <-> 983d36132db84fdba6b3a057133a19fa,0
4b80d2e5b23f4222a908e1066acca1fb <-> dbf22b3293a743fe93689ab3413ced25,0
a7c4a0b2567c458b8c2dff2aa8a71019 <-> 81497c462c694814aa6201a1484ace05,0
8ca1d704a651486c84cd3bb4d1eeb634 <-> fe10cc07de29496ab755a0d00553f384,0
4965b29df8814af8ae6c7e27ecdb7c86 <-> c0cbfe31e78d45389b471f14aebea202,0
cb7c10444c01459fbc4691ecb6266e24 <-> 3ebc28f400654498b0f606c93f432ace,0
76d3a0ca00554e4895d244c52b664ae9 <-> b579d879dc5841409c65a7f21b63de50,0
006ac0d4793b476b8c1ce3f8b72d554c <-> dbf22b3293a743fe93689ab3413ced25,0
c814ab65f97f4294a16bdc961f1061bb <-> 5d9ff1c377e44135831ec397d9785c9e,0
a7c4a0b2567c458b8c2dff2aa8a71019 <-> 3ebc28f400654498b0f606c93f432ace,0
00b1567b2f6e48d99e9ad33b27ebbe63 <-> 04c0eda5b8ac45669271953edc09938b,0
8a66258a6568410197ea798cdf16b71b <-> 8f72c1272dbb495f9552b7c329242b3a,0
cc29d74e83a043c3b84f1c277267e39a <-> 83f064e5c9f2479580c612c21544a9ce,0
87ccde2725cb4679ba84ec57d0a237bd <-> f56946f999c64be7a771def512024c69,0
b6824db1896b46ac8cc1a7ad91711778 <-> 1e4a9e23e2c845eb91de92fdc4d3a954,0
cb7c10444c01459fbc4691ecb6266e24 <-> b487d06f06dc474e83a6170a14a97921,0
8a66258a6568410197ea798cdf16b71b <-> 5a89b09e301c4d1e882006957f2b41a3,0
080ba47d822e41358fb3eeb4b0d12f10 <-> 5466b661923b45f5959f197eff2e169e,0
5d9ff1c377e44135831ec397d9785c9e <-> edc0fadb9df24eb58f6337a1416e9230,0
f6e0ab6d3bc24e0cacdbb2d8d5e0cbdc <-> 8f72c1272dbb495f9552b7c329242b3a,0
6fe28f47c76b428680988393ee73c427 <-> b984c29d8737405e93939cc5017fdf1c,0
1e2d4abab0e248268c3deb6fa9f7428f <-> f6e0ab6d3bc24e0cacdbb2d8d5e0cbdc,0
ccce1cba587c461a8f6468130245c97a <-> 5466b661923b45f5959f197eff2e169e,0
b487d06f06dc474e83a6170a14a97921 <-> f34531e68b864bcf9d72205e6891ac27,0
b33d224fd77a491aaca857aa5f8bb835 <-> b9971740f45f4314804e0531f70dc950,0
cb3b315d677346f2b5c9f541d6bca2fb <-> 7ad38d344fe943e1ad4e050f7ebe6aba,0
c814ab65f97f4294a16bdc961f1061bb <-> 64553ecd4deb48a7bd4238e7a0c906a8,0
2b4ef167d68e477586e0f6022ae5b600 <-> 2c2010a302644080a5bd25b9af12bd5c,0
2a54d7d99583452d9eb4863b5e2b93e2 <-> 07dcb1cd485c4bc9869c7e8a5195a545,0
b33d224fd77a491aaca857aa5f8bb835 <-> 8f72c1272dbb495f9552b7c329242b3a,0
e3915aede2f9414f8be63be3b295222d <-> 4bff05c9a86e463b83f4a8fcfb47bb12,0
1b3484fa780b4d86a5432d3c3315f3ad <-> cf877082c6984ba7b68301f778a6a1e4,0
b487d06f06dc474e83a6170a14a97921 <-> 3ebc28f400654498b0f606c93f432ace,0
9583101ee5564243bdbacea31ef73f58 <-> 3a33ee0e01f74f5abb9d478990835767,0
c7655a3bbee144b6a445cd06a4bdc70d <-> 960aa047baef4300ae96c7d061eb83cc,0
11d4b317ca534ddd89c9215bcd4d6f65 <-> 81497c462c694814aa6201a1484ace05,0
8f72c1272dbb495f9552b7c329242b3a <-> 7f5024520d8642c29807074ed448ab41,0
7d9e56b153d94fd9a2df62239f0230fa <-> 9f7d1adad4e1493dbeeec34011ea6d34,0
63173b798f954d7a8f1c8d94d392bf7a <-> 0f9425e62dc3416aa426a348ee55e7e8,0
03d5411bf6ff4a4cb790f6b30c664070 <-> 2831fdcf605e445e9e6b49cf0dc44009,0
2b4ef167d68e477586e0f6022ae5b600 <-> 7c4e7155c641482f8aab21740db1a548,0
5b79de2cd5f24c6d8519b5bdeaab9727 <-> 762f45cd8def4e79af01e0f61bec14c9,0
188bd7641de94eb58954522ef5d0233e <-> 7009ea228f17412cb8c78f73b7215784,0
5d9ff1c377e44135831ec397d9785c9e <-> 036cd36424894b228280389029ba9e0d,0
7d9e56b153d94fd9a2df62239f0230fa <-> 67616f09e4154630ba5d58d798523f3c,0
cfb134a0e2cc465c98b5b3807a579107 <-> 9aa69225f66e4dbeab46c6b269e05810,0
4965b29df8814af8ae6c7e27ecdb7c86 <-> b33d224fd77a491aaca857aa5f8bb835,0
7ad38d344fe943e1ad4e050f7ebe6aba <-> 66fd0aa5e75342c58bd051a73270c1e5,0
b33d224fd77a491aaca857aa5f8bb835 <-> f6e0ab6d3bc24e0cacdbb2d8d5e0cbdc,0
ec8ab3b7a12d4726b50e73ab3200b66c <-> 7d8484b20baf46e6b1a6847f8c3039b9,0
dd3117762c6c4f188243454df4d4be2f <-> b984c29d8737405e93939cc5017fdf1c,0
3ebc28f400654498b0f606c93f432ace <-> cb0475aa04104f459e2c71530132cb1d,0
8a66258a6568410197ea798cdf16b71b <-> 7c75271412ed4029bda6fccdd0837d52,0
b33d224fd77a491aaca857aa5f8bb835 <-> 7d9e56b153d94fd9a2df62239f0230fa,0
f6e0ab6d3bc24e0cacdbb2d8d5e0cbdc <-> 5d9ff1c377e44135831ec397d9785c9e,0
8d6b660ff6d14c7c9370aa423fd941bd <-> a3a3f596e51a4b519921b04fc6854f19,0
a1417e55b78e4220b517aac040367944 <-> 631befd0911849a8a15d7059b1d5ea14,0
00e4e433de564942a5aef7df8a51881d <-> bab8169d277d457ab3536d32db54ec87,0
714f412fba1f499da52ba9d651224f9f <-> e4a48556406d497182afbad93daeb434,0
7ceff600f61f4305806faff5c8d7b307 <-> 6413dff1ec804f0dbd6ac33eec16f94f,0
049ef2831aa34aa0b5c572f72574071e <-> 8d3359a3de8742d49bbf97a7fa054226,0
c814ab65f97f4294a16bdc961f1061bb <-> 7d9e56b153d94fd9a2df62239f0230fa,0
7ad38d344fe943e1ad4e050f7ebe6aba <-> 135a1ecd7db5490ea60a74ff1bafb3c9,0
b33d224fd77a491aaca857aa5f8bb835 <-> d50d67bc740948a2a530c94a32ce0ad4,0
e73ab4749b5e4947b749eac5d8bf462f <-> 682ced4d60cb4dd299bc955fb99d102d,0
4b80d2e5b23f4222a908e1066acca1fb <-> cb7c10444c01459fbc4691ecb6266e24,0
b33d224fd77a491aaca857aa5f8bb835 <-> 6fb0acc40d204194b891bb0a9cb02802,0
4965b29df8814af8ae6c7e27ecdb7c86 <-> ce5f8fe3614c4d55b8892445ea4ae18b,0
8331373ab042453cba3e237114e6233d <-> 39a90e3e7b214886888fcd5084e5c59f,0
a1417e55b78e4220b517aac040367944 <-> 67616f09e4154630ba5d58d798523f3c,0
b33d224fd77a491aaca857aa5f8bb835 <-> 8a66258a6568410197ea798cdf16b71b,0
ec8ab3b7a12d4726b50e73ab3200b66c <-> fde842ecaf354b1a9fcffc40e4204605,0
67616f09e4154630ba5d58d798523f3c <-> 73480a92bb6a4281863b94888bd5af39,0
18b93fdfce4b42da8f484d4991cfff21 <-> f0dfe4d080ae41ee8643e86fda22e982,0
164e6513a5cf4ca59006d098d81b3a6e <-> b984c29d8737405e93939cc5017fdf1c,0
adcc97a50ccf4c7a8b0330ab2abf95ee <-> 13575a71a6b4404896c366392e698da4,0
7acbc7b0733e424ca6b34252b83f36bf <-> 00e4e433de564942a5aef7df8a51881d,0
f6e0ab6d3bc24e0cacdbb2d8d5e0cbdc <-> b579d879dc5841409c65a7f21b63de50,0
5927eeaf8e9c4083ad79a36416e970bc <-> cb7c10444c01459fbc4691ecb6266e24,0
87ccde2725cb4679ba84ec57d0a237bd <-> c03c25985e0a4b99b8dc6b25ac04f5a0,0
f6e0ab6d3bc24e0cacdbb2d8d5e0cbdc <-> 135a1ecd7db5490ea60a74ff1bafb3c9,0
4f86cd7d2a304b559a26f2c6d311eb8d <-> 7acbc7b0733e424ca6b34252b83f36bf,0
a6ceed23b9e449fcbe6247bfc64543d1 <-> 30ea04e8b77c4eebb3456d3503f38b42,0
90805232295643db98f61eb5a62ac916 <-> be15bd1c1df6440d9cdc547c844e9245,0
11d4b317ca534ddd89c9215bcd4d6f65 <-> 2c2010a302644080a5bd25b9af12bd5c,0
81af7423dc9d430c8a54a53bffabe131 <-> 11d4b317ca534ddd89c9215bcd4d6f65,0
e3915aede2f9414f8be63be3b295222d <-> 4bd21ddbf03741ca8592ff3e2fd6b5c8,0
3b8f6650c1f54abdae458b6c8776868e <-> 277b17d17a564df89d2f077c136f1406,0
f493b8dab3f8473794d153f622dc78aa <-> 13575a71a6b4404896c366392e698da4,0
3b8f6650c1f54abdae458b6c8776868e <-> 0e87e62efd5e47f8b0c366d09cef0231,0
5d9ff1c377e44135831ec397d9785c9e <-> 135a1ecd7db5490ea60a74ff1bafb3c9,0
0e87e62efd5e47f8b0c366d09cef0231 <-> 27ad8df8d40046a4816869869269d0df,0
ccce1cba587c461a8f6468130245c97a <-> f94ea241b2fe4fa1b64111224bdb7e05,0
57754c40472d41e3991bd0c1151bc449 <-> 6ab15ecd9d5844c2b0bc441a8435edb1,0
9ef7511711c44bd8b727498b7bc480be <-> 77ceaccb69d349fdb89528b01e614efe,0
53ffa444026a4db0aa37e0bcde3c74eb <-> 1d75febb90dd49d78c1bbab2d0d35298,0
cb713375ed30438e8ab4790228d35296 <-> 5466b661923b45f5959f197eff2e169e,0
4647a10cd73c493589650b22b5188871 <-> 2b4ef167d68e477586e0f6022ae5b600,0
e38ca98d709d48b8a62afb821c22ab14 <-> 918be944b2724fe0ba964d662bbda581,0
7d9e56b153d94fd9a2df62239f0230fa <-> 8f72c1272dbb495f9552b7c329242b3a,0
cfb134a0e2cc465c98b5b3807a579107 <-> d9ebc71af8d243e2b46474fcfb0b7536,0
a1417e55b78e4220b517aac040367944 <-> 7d9e56b153d94fd9a2df62239f0230fa,0
7ad38d344fe943e1ad4e050f7ebe6aba <-> e3915aede2f9414f8be63be3b295222d,0
a1417e55b78e4220b517aac040367944 <-> 8a66258a6568410197ea798cdf16b71b,0
4b80d2e5b23f4222a908e1066acca1fb <-> f493b8dab3f8473794d153f622dc78aa,0
678141051e5140db805544f29ef26392 <-> 9d017d951e1b4bd28b01f69b13e291e9,0
664fa883d5184060ab708af89bbbcfc9 <-> 4737aae1c6a2475cb20c99a85914eb67,0
918be944b2724fe0ba964d662bbda581 <-> 8ca1d704a651486c84cd3bb4d1eeb634,0
87ccde2725cb4679ba84ec57d0a237bd <-> af6a611a82524d85aaa1e3c67a3835df,0
440d455576a246eb84e949f9be101d5f <-> cb0475aa04104f459e2c71530132cb1d,0
dbf22b3293a743fe93689ab3413ced25 <-> f34531e68b864bcf9d72205e6891ac27,0
135a1ecd7db5490ea60a74ff1bafb3c9 <-> 1f2089a568dc411a9e995a302ed7591c,0
23e41cb1fb21459da571cda973136f47 <-> e8634f9ebc504cc0ae28c4d3d1883488,0
97ac8922cffa4a2aba46cd05cfb6eba7 <-> d3658e6891f14fd7aec144812eebfd5d,0
19921ad8c3bb4bd685201a1ac9edd024 <-> f34531e68b864bcf9d72205e6891ac27,0
c9743619f7224fc4913c562fa87a6441 <-> 8f72c1272dbb495f9552b7c329242b3a,0
244e6eb41cc9444b895a72f48d32b37a <-> 4336fa9f3fe14b4bbc8ebf9f7955409a,0
cb3b315d677346f2b5c9f541d6bca2fb <-> c814ab65f97f4294a16bdc961f1061bb,0
aad09f99a4c54da4b25fe3d5e37250d8 <-> 1858cb91c4724030a640c34d625b6c42,0
5927eeaf8e9c4083ad79a36416e970bc <-> b487d06f06dc474e83a6170a14a97921,0
b33d224fd77a491aaca857aa5f8bb835 <-> 67616f09e4154630ba5d58d798523f3c,0
39686a81b7c241429032737257ff5875 <-> 110f42726bee4d87a2957132c3a6d14b,0
b487d06f06dc474e83a6170a14a97921 <-> cb0475aa04104f459e2c71530132cb1d,0
14d08cb3aa064149845e39e1b19d2c58 <-> 7d9e56b153d94fd9a2df62239f0230fa,0
4647a10cd73c493589650b22b5188871 <-> cfb134a0e2cc465c98b5b3807a579107,0
2b4ef167d68e477586e0f6022ae5b600 <-> cfb134a0e2cc465c98b5b3807a579107,0
de526161f75e4ae6ae03167de8535ad6 <-> cb3b315d677346f2b5c9f541d6bca2fb,0
a7c4a0b2567c458b8c2dff2aa8a71019 <-> f34531e68b864bcf9d72205e6891ac27,0
4647a10cd73c493589650b22b5188871 <-> 2c2010a302644080a5bd25b9af12bd5c,0
7c4e7155c641482f8aab21740db1a548 <-> 973c0dcae701415285685f3abc269bbf,0
c03c25985e0a4b99b8dc6b25ac04f5a0 <-> 2788f0acf1e14b3c8a421fa823bf66c1,0
e846b0e4ae104c2686d5267122de6c29 <-> 8f3ea01b05944f16ac7d75b768eba0b3,0
4965b29df8814af8ae6c7e27ecdb7c86 <-> a1417e55b78e4220b517aac040367944,0
95436eeba7054550976cb79d4e8b95ad <-> 7a73d39eeae44bf28f7560ed945078d3,0
4b80d2e5b23f4222a908e1066acca1fb <-> 440d455576a246eb84e949f9be101d5f,0
cb0475aa04104f459e2c71530132cb1d <-> 13575a71a6b4404896c366392e698da4,0
c1b0a741f032445685bc397a6f04e0bf <-> ccce1cba587c461a8f6468130245c97a,0
8f72c1272dbb495f9552b7c329242b3a <-> 135a1ecd7db5490ea60a74ff1bafb3c9,0
c7d21f9578b74303b735f2ba58877d42 <-> c7c7777558bf44fdabbe336bf81ac8fd,0
714f412fba1f499da52ba9d651224f9f <-> 7d9e56b153d94fd9a2df62239f0230fa,0
7d9e56b153d94fd9a2df62239f0230fa <-> f188b3d4e8b94de188e63fc9a3e14b54,0
006ac0d4793b476b8c1ce3f8b72d554c <-> f34531e68b864bcf9d72205e6891ac27,0
10f207934f51405bb78a0f08c65714d3 <-> 5748c501d1e3476d8245d3a0eed170a3,0
19921ad8c3bb4bd685201a1ac9edd024 <-> 3ebc28f400654498b0f606c93f432ace,0
19921ad8c3bb4bd685201a1ac9edd024 <-> 5927eeaf8e9c4083ad79a36416e970bc,0
58fd0f8c29314aa3916f0ec023262cbe <-> f5f373e790bd43869ccc18cdc2d39aca,0
6af05c93fe70427a9282fa9c1fa867cb <-> b761b56f23fa47c2b3ea2b7f36f787de,0
080ba47d822e41358fb3eeb4b0d12f10 <-> b4a5faba5ee04a2288bb821cd7b10c40,0
2b4ef167d68e477586e0f6022ae5b600 <-> 0e87e62efd5e47f8b0c366d09cef0231,0
7d9e56b153d94fd9a2df62239f0230fa <-> b84ed92d8a5148bca0a9ae4dabd25aaf,0
4647a10cd73c493589650b22b5188871 <-> 126077961f084fe7aead4fa4cc6ed66b,0
a7c4a0b2567c458b8c2dff2aa8a71019 <-> 7c4e7155c641482f8aab21740db1a548,0
d9a705cb51c24ec896a69ac0166cb8a9 <-> 4965b29df8814af8ae6c7e27ecdb7c86,0
440d455576a246eb84e949f9be101d5f <-> adcc97a50ccf4c7a8b0330ab2abf95ee,0
135a1ecd7db5490ea60a74ff1bafb3c9 <-> b579d879dc5841409c65a7f21b63de50,0
e977f2e95a3a48c6b2c2a582325c542c <-> 3fe84204677549eb8899a04c02bea6fb,0
b487d06f06dc474e83a6170a14a97921 <-> adcc97a50ccf4c7a8b0330ab2abf95ee,0
4965b29df8814af8ae6c7e27ecdb7c86 <-> 8f72c1272dbb495f9552b7c329242b3a,0
c49a839b411348b29b131a5dca714c19 <-> b579d879dc5841409c65a7f21b63de50,0
66e4ffbb24b04f05a52a5ac591154bea <-> aaac2b36d9f844d79f8d5458c3ebd7e5,0
38ed45db31564e51a7f2b18c22767d89 <-> ce0befaec7844db5a99e68235a30f540,0
beee1060f9764b77bbfe3ef6cb5d78cc <-> 7d9e56b153d94fd9a2df62239f0230fa,0
e0d147fcd1e6423da8dfa28e475046b6 <-> b984c29d8737405e93939cc5017fdf1c,0
4c0da07559c542e5945bdcb16211e0d6 <-> 8a79fcf050d24012b4c11a594e47f043,0
11d4b317ca534ddd89c9215bcd4d6f65 <-> cfb134a0e2cc465c98b5b3807a579107,0
4b80d2e5b23f4222a908e1066acca1fb <-> 3ebc28f400654498b0f606c93f432ace,0
080ba47d822e41358fb3eeb4b0d12f10 <-> 164e6513a5cf4ca59006d098d81b3a6e,0
e76a4cc03a7d4506bec03a7ef6396669 <-> ddecb5b0ad7b49658c4a3b3097a4f7b9,0
8a66258a6568410197ea798cdf16b71b <-> 33463d0fc96d49b2b18d969fb9bc5d6f,0
a1417e55b78e4220b517aac040367944 <-> 135a1ecd7db5490ea60a74ff1bafb3c9,0
67616f09e4154630ba5d58d798523f3c <-> 752b40d9ba744bf3a4af7982746295d4,0
cb7c10444c01459fbc4691ecb6266e24 <-> 13575a71a6b4404896c366392e698da4,0
f6e0ab6d3bc24e0cacdbb2d8d5e0cbdc <-> fa13985d82fd439b8524874abdb10cf3,0
4647a10cd73c493589650b22b5188871 <-> 277b17d17a564df89d2f077c136f1406,0
cb3b315d677346f2b5c9f541d6bca2fb <-> ae9647278cd34ef09243300ccf786629,0
a7c4a0b2567c458b8c2dff2aa8a71019 <-> cfb134a0e2cc465c98b5b3807a579107,0
9c768ec563944c2eac48e33b9625e89a <-> 0883eaa5498048da8e3eb246f06cf450,0
dd031c252ddc4624b928f7b2c33c2917 <-> db3ee5299d994df9bce72dd89976eebf,0
edecf513e7114476a4d907f7506ff69b <-> a89c7312881841d287dea32ab459e992,0
bfa69f4a254a4a07aa0d5ff5e8c5af81 <-> 8f72c1272dbb495f9552b7c329242b3a,0
3a9875ad1aa5484a96a91d6b8ab56789 <-> 135a1ecd7db5490ea60a74ff1bafb3c9,0
5d9ff1c377e44135831ec397d9785c9e <-> 2f106d438f9a4fb88b5be9819a5feb52,0
e7a8fc79f0b041e59daba3868e818ba6 <-> 48774afb85d04887840e123a36e5e615,0
67616f09e4154630ba5d58d798523f3c <-> b579d879dc5841409c65a7f21b63de50,0
1b3484fa780b4d86a5432d3c3315f3ad <-> 164e6513a5cf4ca59006d098d81b3a6e,0
34896072c5aa484e8209c9bb6d89000a <-> 164e6513a5cf4ca59006d098d81b3a6e,0
b33d224fd77a491aaca857aa5f8bb835 <-> 6e5c68ac10954e60bcd769ded8372a10,0
87ccde2725cb4679ba84ec57d0a237bd <-> d4bd12f8e88d4162b8336d37128abe2f,0
67616f09e4154630ba5d58d798523f3c <-> 836ccac825094c53b7564fe1c4868d18,0
7ad38d344fe943e1ad4e050f7ebe6aba <-> b579d879dc5841409c65a7f21b63de50,0
2fb1f41257764cc5a2dda59aa271a39c <-> 8ca1d704a651486c84cd3bb4d1eeb634,0
bc1764077e0346b089f90f65a0c287e8 <-> 33463d0fc96d49b2b18d969fb9bc5d6f,0
19921ad8c3bb4bd685201a1ac9edd024 <-> cb7c10444c01459fbc4691ecb6266e24,0
ccce1cba587c461a8f6468130245c97a <-> 164e6513a5cf4ca59006d098d81b3a6e,0
080ba47d822e41358fb3eeb4b0d12f10 <-> b984c29d8737405e93939cc5017fdf1c,0
714f412fba1f499da52ba9d651224f9f <-> cfb5f8ea9bb84a9498920816cc3e8af4,0
e3915aede2f9414f8be63be3b295222d <-> 8d456f1f6b4e4066ae04a25971d5ecd1,0
bc288ae2a0424f5ab82855552fe65f2c <-> 2d5525235c3e4fbc8d7120edab297af9,0
